,season,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month,year
526,summer,no,Sun,no,clear sky,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,10,6,2012
527,summer,no,Mon,no,cloudy,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,11,6,2012
528,summer,no,Tue,no,cloudy,0.653333,0.597875,0.833333,0.214546,477,4495,4972,12,6,2012
529,summer,no,Wed,no,clear sky,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,13,6,2012
530,summer,no,Thu,no,clear sky,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,14,6,2012
531,summer,no,Fri,no,clear sky,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,15,6,2012
532,summer,no,Sat,no,clear sky,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,16,6,2012
533,summer,no,Sun,no,clear sky,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,17,6,2012
534,summer,no,Mon,no,cloudy,0.568333,0.544842,0.777917,0.174746,653,4446,5099,18,6,2012
535,summer,no,Tue,no,clear sky,0.688333,0.654692,0.69,0.148017,968,5857,6825,19,6,2012
536,summer,no,Wed,no,clear sky,0.7825,0.720975,0.592083,0.113812,872,5339,6211,20,6,2012
537,fall,no,Thu,no,clear sky,0.805833,0.752542,0.567917,0.118787,778,5127,5905,21,6,2012
538,fall,no,Fri,no,clear sky,0.7775,0.724121,0.57375,0.182842,964,4859,5823,22,6,2012
539,fall,no,Sat,no,clear sky,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,23,6,2012
540,fall,no,Sun,no,clear sky,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,24,6,2012
541,fall,no,Mon,no,clear sky,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,25,6,2012
542,fall,no,Tue,no,clear sky,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,26,6,2012
543,fall,no,Wed,no,clear sky,0.6975,0.640792,0.36,0.271775,1077,6258,7335,27,6,2012
544,fall,no,Thu,no,clear sky,0.749167,0.675512,0.4225,0.17165,921,5958,6879,28,6,2012
545,fall,no,Fri,no,clear sky,0.834167,0.786613,0.48875,0.165417,829,4634,5463,29,6,2012
546,fall,no,Sat,no,clear sky,0.765,0.687508,0.60125,0.161071,1455,4232,5687,30,6,2012
547,fall,no,Sun,no,clear sky,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,1,7,2012
548,fall,no,Mon,no,clear sky,0.781667,0.702038,0.447083,0.195267,904,5323,6227,2,7,2012
549,fall,no,Tue,no,clear sky,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,3,7,2012
550,fall,yes,Wed,no,clear sky,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,4,7,2012
551,fall,no,Thu,no,clear sky,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,5,7,2012
552,fall,no,Fri,no,clear sky,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,6,7,2012
553,fall,no,Sat,no,clear sky,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,7,7,2012
554,fall,no,Sun,no,clear sky,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,8,7,2012
555,fall,no,Mon,no,cloudy,0.710833,0.654054,0.683333,0.180975,998,5571,6569,9,7,2012
556,fall,no,Tue,no,cloudy,0.720833,0.664796,0.6675,0.151737,954,5336,6290,10,7,2012
557,fall,no,Wed,no,clear sky,0.716667,0.650271,0.633333,0.151733,975,6289,7264,11,7,2012
558,fall,no,Thu,no,clear sky,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,12,7,2012
559,fall,no,Fri,no,cloudy,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,13,7,2012
560,fall,no,Sat,no,cloudy,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,14,7,2012
561,fall,no,Sun,no,clear sky,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,15,7,2012
562,fall,no,Mon,no,clear sky,0.763333,0.724125,0.645,0.164187,1088,5742,6830,16,7,2012
563,fall,no,Tue,no,clear sky,0.818333,0.755683,0.505833,0.114429,921,5865,6786,17,7,2012
564,fall,no,Wed,no,clear sky,0.793333,0.745583,,0.137442,799,4914,5713,18,7,2012
565,fall,no,Thu,no,clear sky,0.77,0.714642,0.600417,0.165429,888,5703,6591,19,7,2012
566,fall,no,Fri,no,cloudy,0.665833,0.613025,0.844167,0.208967,747,5123,5870,20,7,2012
567,fall,no,Sat,no,light rain,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,21,7,2012
568,fall,no,Sun,no,cloudy,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,22,7,2012
569,fall,no,Mon,no,clear sky,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,23,7,2012
570,fall,no,Tue,no,clear sky,0.750833,0.70645,0.655,0.211454,1140,6452,7592,24,7,2012
571,fall,no,Wed,no,clear sky,0.724167,0.654054,0.45,0.1648,1383,6790,8173,25,7,2012
572,fall,no,Thu,no,clear sky,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,26,7,2012
573,fall,no,Fri,no,clear sky,0.781667,0.734217,,0.152992,1259,5645,6904,27,7,2012
574,fall,no,Sat,no,clear sky,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,28,7,2012
575,fall,no,Sun,no,clear sky,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,29,7,2012
576,fall,no,Mon,no,clear sky,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,30,7,2012
577,fall,no,Tue,no,clear sky,0.713333,0.662896,0.704167,0.165425,968,6248,7216,31,7,2012
578,fall,no,Wed,no,clear sky,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,1,8,2012
579,fall,no,Thu,no,clear sky,0.7525,0.707088,0.659583,0.129354,983,6278,7261,2,8,2012
580,fall,no,Fri,no,cloudy,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,3,8,2012
581,fall,no,Sat,no,clear sky,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,4,8,2012
582,fall,no,Sun,no,clear sky,0.769167,0.731079,,0.290421,1707,3757,5464,5,8,2012
583,fall,no,Mon,no,cloudy,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,6,8,2012
584,fall,no,Tue,no,cloudy,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,7,8,2012
585,fall,no,Wed,no,cloudy,0.75,0.707717,0.672917,0.1107,1263,6271,7534,8,8,2012
586,fall,no,Thu,no,clear sky,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,9,8,2012
587,fall,no,Fri,no,cloudy,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,10,8,2012
588,fall,no,Sat,no,cloudy,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,11,8,2012
589,fall,no,Sun,no,clear sky,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,12,8,2012
590,fall,no,Mon,no,clear sky,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,13,8,2012
591,fall,no,Tue,no,clear sky,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,14,8,2012
592,fall,no,Wed,no,clear sky,0.706667,0.654037,,0.169771,1198,6149,7347,15,8,2012
593,fall,no,Thu,no,clear sky,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,16,8,2012
594,fall,no,Fri,no,clear sky,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,17,8,2012
595,fall,no,Sat,no,clear sky,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,18,8,2012
596,fall,no,Sun,no,cloudy,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,19,8,2012
597,fall,no,Mon,no,cloudy,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,20,8,2012
598,fall,no,Tue,no,clear sky,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,21,8,2012
599,fall,no,Wed,no,clear sky,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,22,8,2012
600,fall,no,Thu,no,clear sky,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,23,8,2012
601,fall,no,Fri,no,cloudy,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,24,8,2012
602,fall,no,Sat,no,cloudy,0.661667,0.618696,,0.244408,1829,4224,6053,25,8,2012
603,fall,no,Sun,no,cloudy,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,26,8,2012
604,fall,no,Mon,no,clear sky,0.703333,0.654688,0.730417,0.128733,989,5928,6917,27,8,2012
605,fall,no,Tue,no,clear sky,0.728333,0.66605,0.62,0.190925,935,6105,7040,28,8,2012
606,fall,no,Wed,no,clear sky,0.685,0.635733,0.552083,0.112562,1177,6520,7697,29,8,2012
607,fall,no,Thu,no,clear sky,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,30,8,2012
608,fall,no,Fri,no,clear sky,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,31,8,2012
609,fall,no,Sat,no,cloudy,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,1,9,2012
610,fall,no,Sun,no,cloudy,0.696667,0.649,0.815,0.0640708,2613,3197,5810,2,9,2012
611,fall,yes,Mon,no,clear sky,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,3,9,2012
612,fall,no,Tue,no,clear sky,0.725833,0.686888,0.755,0.236321,867,5997,6864,4,9,2012
613,fall,no,Wed,no,clear sky,0.736667,0.708983,0.74125,0.187808,832,6280,7112,5,9,2012
614,fall,no,Thu,no,cloudy,0.696667,0.655329,0.810417,0.142421,611,5592,6203,6,9,2012
615,fall,no,Fri,no,clear sky,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,7,9,2012
616,fall,no,Sat,no,cloudy,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,8,9,2012
617,fall,no,Sun,no,clear sky,0.61,0.578925,0.5475,0.224496,2570,5657,8227,9,9,2012
618,fall,no,Mon,no,clear sky,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,10,9,2012
619,fall,no,Tue,no,clear sky,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,11,9,2012
620,fall,no,Wed,no,clear sky,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,12,9,2012
621,fall,no,Thu,no,clear sky,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,13,9,2012
622,fall,no,Fri,no,clear sky,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,14,9,2012
623,fall,no,Sat,no,clear sky,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,15,9,2012
624,fall,no,Sun,no,clear sky,0.58,0.563125,0.57,0.0901833,2166,5167,7333,16,9,2012
625,fall,no,Mon,no,cloudy,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,17,9,2012
626,fall,no,Tue,no,cloudy,0.623333,0.565067,0.8725,0.357587,371,3702,4073,18,9,2012
627,fall,no,Wed,no,clear sky,0.5525,0.540404,0.536667,0.215175,788,6803,7591,19,9,2012
628,fall,no,Thu,no,clear sky,0.546667,0.532192,0.618333,0.118167,939,6781,7720,20,9,2012
629,fall,no,Fri,no,clear sky,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,21,9,2012
630,fall,no,Sat,no,clear sky,0.65,0.610488,0.646667,0.283583,2512,5883,8395,22,9,2012
631,winter,no,Sun,no,clear sky,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,23,9,2012
632,winter,no,Mon,no,clear sky,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,24,9,2012
633,winter,no,Tue,no,clear sky,0.55,0.544179,0.57,0.236321,845,6693,7538,25,9,2012
634,winter,no,Wed,no,clear sky,0.635,0.596613,0.630833,0.2444,787,6946,7733,26,9,2012
635,winter,no,Thu,no,cloudy,0.65,0.607975,0.690833,0.134342,751,6642,7393,27,9,2012
636,winter,no,Fri,no,cloudy,0.619167,0.585863,,0.164179,1045,6370,7415,28,9,2012
637,winter,no,Sat,no,clear sky,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,29,9,2012
638,winter,no,Sun,no,clear sky,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,30,9,2012
639,winter,no,Mon,no,cloudy,0.520833,0.512,0.649167,0.0908042,763,6015,6778,1,10,2012
640,winter,no,Tue,no,light rain,0.590833,0.542333,0.871667,0.104475,315,4324,4639,2,10,2012
641,winter,no,Wed,no,cloudy,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,3,10,2012
642,winter,no,Thu,no,cloudy,0.6575,0.607975,0.722917,0.117546,891,6437,7328,4,10,2012
643,winter,no,Fri,no,clear sky,0.615,0.580187,0.6275,0.10635,1516,6640,8156,5,10,2012
644,winter,no,Sat,no,clear sky,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,6,10,2012
645,winter,no,Sun,no,cloudy,0.415833,0.419813,,0.141162,781,2729,3510,7,10,2012
646,winter,yes,Mon,no,cloudy,0.383333,0.387608,0.709583,0.189679,874,4604,5478,8,10,2012
647,winter,no,Tue,no,cloudy,0.446667,0.438112,0.761667,0.1903,601,5791,6392,9,10,2012
648,winter,no,Wed,no,clear sky,0.514167,0.503142,0.630833,0.187821,780,6911,7691,10,10,2012
649,winter,no,Thu,no,clear sky,0.435,0.431167,0.463333,0.181596,834,6736,7570,11,10,2012
650,winter,no,Fri,no,clear sky,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,12,10,2012
651,winter,no,Sat,no,clear sky,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,13,10,2012
652,winter,no,Sun,no,clear sky,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,14,10,2012
653,winter,no,Mon,no,cloudy,0.561667,0.53915,0.7075,0.296037,760,5115,5875,15,10,2012
654,winter,no,Tue,no,clear sky,0.468333,0.460846,0.558333,0.182221,922,6612,7534,16,10,2012
655,winter,no,Wed,no,clear sky,0.455833,0.450108,0.692917,0.101371,979,6482,7461,17,10,2012
656,winter,no,Thu,no,cloudy,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,18,10,2012
657,winter,no,Fri,no,cloudy,0.563333,0.537896,0.815,0.134954,753,4671,5424,19,10,2012
658,winter,no,Sat,no,clear sky,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,20,10,2012
659,winter,no,Sun,no,clear sky,0.464167,0.456429,0.51,0.166054,2132,4692,6824,21,10,2012
660,winter,no,Mon,no,clear sky,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,22,10,2012
661,winter,no,Tue,no,clear sky,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,23,10,2012
662,winter,no,Wed,no,clear sky,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,24,10,2012
663,winter,no,Thu,no,cloudy,0.55,0.529688,0.800417,0.124375,875,6484,7359,25,10,2012
664,winter,no,Fri,no,cloudy,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,26,10,2012
665,winter,no,Sat,no,cloudy,0.53,0.515133,0.72,0.235692,2643,5209,7852,27,10,2012
666,winter,no,Sun,no,cloudy,0.4775,0.467771,0.694583,0.398008,998,3461,4459,28,10,2012
667,winter,no,Mon,no,light rain,0.44,0.4394,0.88,0.3582,2,20,22,29,10,2012
668,winter,no,Tue,no,cloudy,0.318182,0.309909,0.825455,0.213009,87,1009,1096,30,10,2012
669,winter,no,Wed,no,cloudy,0.3575,0.3611,0.666667,0.166667,419,5147,5566,31,10,2012
670,winter,no,Thu,no,cloudy,0.365833,0.369942,0.581667,0.157346,466,5520,5986,1,11,2012
671,winter,no,Fri,no,clear sky,0.355,0.356042,0.522083,0.266175,618,5229,5847,2,11,2012
672,winter,no,Sat,no,cloudy,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,3,11,2012
673,winter,no,Sun,no,clear sky,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,4,11,2012
674,winter,no,Mon,no,clear sky,0.319167,0.308075,0.494167,0.236325,378,4881,5259,5,11,2012
675,winter,no,Tue,no,clear sky,0.280833,0.281567,0.567083,0.173513,466,5220,5686,6,11,2012
676,winter,no,Wed,no,cloudy,0.295833,0.274621,0.5475,0.304108,326,4709,5035,7,11,2012
677,winter,no,Thu,no,clear sky,0.352174,0.341891,0.333478,0.347835,340,4975,5315,8,11,2012
678,winter,no,Fri,no,clear sky,0.361667,0.355413,0.540833,0.214558,709,5283,5992,9,11,2012
679,winter,no,Sat,no,clear sky,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,10,11,2012
680,winter,no,Sun,no,clear sky,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,11,11,2012
681,winter,yes,Mon,no,clear sky,0.485,0.475383,0.741667,0.173517,1097,5172,6269,12,11,2012
682,winter,no,Tue,no,cloudy,0.343333,0.323225,0.662917,0.342046,327,3767,4094,13,11,2012
683,winter,no,Wed,no,clear sky,0.289167,0.281563,0.552083,0.199625,373,5122,5495,14,11,2012
684,winter,no,Thu,no,cloudy,0.321667,0.324492,0.620417,0.152987,320,5125,5445,15,11,2012
685,winter,no,Fri,no,clear sky,0.345,0.347204,0.524583,0.171025,484,5214,5698,16,11,2012
686,winter,no,Sat,no,clear sky,0.325,0.326383,,0.179729,1313,4316,5629,17,11,2012
687,winter,no,Sun,no,clear sky,0.3425,0.337746,0.692917,0.227612,922,3747,4669,18,11,2012
688,winter,no,Mon,no,cloudy,0.380833,0.375621,0.623333,0.235067,449,5050,5499,19,11,2012
689,winter,no,Tue,no,cloudy,0.374167,0.380667,0.685,0.082725,534,5100,5634,20,11,2012
690,winter,no,Wed,no,clear sky,0.353333,0.364892,0.61375,0.103246,615,4531,5146,21,11,2012
691,winter,yes,Thu,no,clear sky,0.34,0.350371,0.580417,0.0528708,955,1470,2425,22,11,2012
692,winter,no,Fri,no,clear sky,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,23,11,2012
693,winter,no,Sat,no,clear sky,0.278333,0.248742,0.404583,0.376871,532,1745,2277,24,11,2012
694,winter,no,Sun,no,clear sky,0.245833,0.257583,0.468333,0.1505,309,2115,2424,25,11,2012
695,winter,no,Mon,no,clear sky,0.313333,0.339004,0.535417,0.04665,337,4750,5087,26,11,2012
696,winter,no,Tue,no,cloudy,0.291667,0.281558,0.786667,0.237562,123,3836,3959,27,11,2012
697,winter,no,Wed,no,clear sky,0.296667,0.289762,0.50625,0.210821,198,5062,5260,28,11,2012
698,winter,no,Thu,no,clear sky,0.28087,0.298422,0.555652,0.115522,243,5080,5323,29,11,2012
699,winter,no,Fri,no,clear sky,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,30,11,2012
700,winter,no,Sat,no,cloudy,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,1,12,2012
701,winter,no,Sun,no,cloudy,0.3475,0.359208,0.823333,0.124379,892,3757,4649,2,12,2012
702,winter,no,Mon,no,clear sky,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,3,12,2012
703,winter,no,Tue,no,clear sky,0.475833,0.469054,0.73375,0.174129,551,6055,6606,4,12,2012
704,winter,no,Wed,no,clear sky,0.438333,0.428012,0.485,0.324021,331,5398,5729,5,12,2012
705,winter,no,Thu,no,clear sky,0.255833,0.258204,0.50875,0.174754,340,5035,5375,6,12,2012
706,winter,no,Fri,no,cloudy,0.320833,0.321958,,0.1306,349,4659,5008,7,12,2012
707,winter,no,Sat,no,cloudy,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,8,12,2012
708,winter,no,Sun,no,cloudy,0.384167,0.390146,0.905417,0.157975,441,2787,3228,9,12,2012
709,winter,no,Mon,no,cloudy,0.435833,0.435575,0.925,0.190308,329,4841,5170,10,12,2012
710,winter,no,Tue,no,cloudy,0.353333,0.338363,0.596667,0.296037,282,5219,5501,11,12,2012
711,winter,no,Wed,no,cloudy,0.2975,0.297338,0.538333,0.162937,310,5009,5319,12,12,2012
712,winter,no,Thu,no,clear sky,0.295833,0.294188,0.485833,0.174129,425,5107,5532,13,12,2012
713,winter,no,Fri,no,clear sky,0.281667,0.294192,0.642917,0.131229,429,5182,5611,14,12,2012
714,winter,no,Sat,no,clear sky,0.324167,0.338383,0.650417,0.10635,767,4280,5047,15,12,2012
715,winter,no,Sun,no,cloudy,0.3625,0.369938,0.83875,0.100742,538,3248,3786,16,12,2012
716,winter,no,Mon,no,cloudy,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,17,12,2012
717,winter,no,Tue,no,clear sky,0.410833,0.409708,0.66625,0.221404,433,5124,5557,18,12,2012
718,winter,no,Wed,no,clear sky,0.3325,0.342162,0.625417,0.184092,333,4934,5267,19,12,2012
719,winter,no,Thu,no,cloudy,0.33,0.335217,0.667917,0.132463,314,3814,4128,20,12,2012
720,spring,no,Fri,no,cloudy,0.326667,0.301767,0.556667,0.374383,221,3402,3623,21,12,2012
721,spring,no,Sat,no,clear sky,0.265833,0.236113,0.44125,0.407346,205,1544,1749,22,12,2012
722,spring,no,Sun,no,clear sky,0.245833,0.259471,0.515417,0.133083,408,1379,1787,23,12,2012
723,spring,no,Mon,no,cloudy,0.231304,0.2589,0.791304,0.0772304,174,746,920,24,12,2012
724,spring,yes,Tue,no,cloudy,0.291304,0.294465,0.734783,0.168726,440,573,1013,25,12,2012
725,spring,no,Wed,no,light rain,0.243333,0.220333,0.823333,0.316546,9,432,441,26,12,2012
726,spring,no,Thu,no,cloudy,0.254167,0.226642,0.652917,0.350133,247,1867,2114,27,12,2012
727,spring,no,Fri,no,cloudy,0.253333,0.255046,0.59,0.155471,644,2451,3095,28,12,2012
728,spring,no,Sat,no,cloudy,0.253333,0.2424,0.752917,0.124383,159,1182,1341,29,12,2012
729,spring,no,Sun,no,clear sky,0.255833,0.2317,,0.350754,364,1432,1796,30,12,2012
730,spring,no,Mon,no,cloudy,0.215833,0.223487,0.5775,0.154846,439,2290,2729,31,12,2012
